,sura_num,sura_name,sura_hisab,sura_ayat
118,5,قال الله هذا يوم ينفع الصدقين صدقهم لهم جنت تجرى من تحتها الأنهر خلدين فيها أبدا رضى الله عنهم ورضوا عنه ذلك الفوز العظيم,824128,9127
119,5,لله ملك السموت والأرض وما فيهن وهو على كل شىء قدير,824128,2724
0,6,الحمد لله الذى خلق السموت والأرض وجعل الظلمت والنور ثم الذين كفروا بربهم يعدلون,933285,7054
1,6,هو الذى خلقكم من طين ثم قضى أجلا وأجل مسمى عنده ثم أنتم تمترون,933285,5632
2,6,وهو الله فى السموت وفى الأرض يعلم سركم وجهركم ويعلم ما تكسبون,933285,3317
3,6,وما تأتيهم من ءاية من ءايت ربهم إلا كانوا عنها معرضين,933285,3165
4,6,فقد كذبوا بالحق لما جاءهم فسوف يأتيهم أنبؤا ما كانوا به يستهزءون,933285,2587
5,6,ألم يروا كم أهلكنا من قبلهم من قرن مكنهم فى الأرض ما لم نمكن لكم وأرسلنا السماء عليهم مدرارا وجعلنا الأنهر تجرى من تحتهم فأهلكنهم بذنوبهم وأنشأنا من بعدهم قرنا ءاخرين,933285,8754
6,6,ولو نزلنا عليك كتبا فى قرطاس فلمسوه بأيديهم لقال الذين كفروا إن هذا إلا سحر مبين,933285,3904
7,6,وقالوا لولا أنزل عليه ملك ولو أنزلنا ملكا لقضى الأمر ثم لا ينظرون,933285,3775
8,6,ولو جعلنه ملكا لجعلنه رجلا وللبسنا عليهم ما يلبسون,933285,1246
9,6,ولقد استهزئ برسل من قبلك فحاق بالذين سخروا منهم ما كانوا به يستهزءون,933285,3797
10,6,قل سيروا فى الأرض ثم انظروا كيف كان عقبة المكذبين,933285,4438
11,6,قل لمن ما فى السموت والأرض قل لله كتب على نفسه الرحمة ليجمعنكم إلى يوم القيمة لا ريب فيه الذين خسروا أنفسهم فهم لا يؤمنون,933285,6253
12,6,وله ما سكن فى اليل والنهار وهو السميع العليم,933285,1075
13,6,قل أغير الله أتخذ وليا فاطر السموت والأرض وهو يطعم ولا يطعم قل إنى أمرت أن أكون أول من أسلم ولا تكونن من المشركين,933285,7854
14,6,قل إنى أخاف إن عصيت ربى عذاب يوم عظيم,933285,3555
15,6,من يصرف عنه يومئذ فقد رحمه وذلك الفوز المبين,933285,2802
16,6,وإن يمسسك الله بضر فلا كاشف له إلا هو وإن يمسسك بخير فهو على كل شىء قدير,933285,3840
17,6,وهو القاهر فوق عباده وهو الحكيم الخبير,933285,1591
18,6,قل أى شىء أكبر شهدة قل الله شهيد بينى وبينكم وأوحى إلى هذا القرءان لأنذركم به ومن بلغ أئنكم لتشهدون أن مع الله ءالهة أخرى قل لا أشهد قل إنما هو إله وحد وإننى برىء مما تشركون,933285,9173
19,6,الذين ءاتينهم الكتب يعرفونه كما يعرفون أبناءهم الذين خسروا أنفسهم فهم لا يؤمنون,933285,4956
20,6,ومن أظلم ممن افترى على الله كذبا أو كذب بٔايته إنه لا يفلح الظلمون,933285,5206
21,6,ويوم نحشرهم جميعا ثم نقول للذين أشركوا أين شركاؤكم الذين كنتم تزعمون,933285,5380
22,6,ثم لم تكن فتنتهم إلا أن قالوا والله ربنا ما كنا مشركين,933285,3333
23,6,انظر كيف كذبوا على أنفسهم وضل عنهم ما كانوا يفترون,933285,4202
24,6,ومنهم من يستمع إليك وجعلنا على قلوبهم أكنة أن يفقهوه وفى ءاذانهم وقرا وإن يروا كل ءاية لا يؤمنوا بها حتى إذا جاءوك يجدلونك يقول الذين كفروا إن هذا إلا أسطير الأولين,933285,7062
25,6,وهم ينهون عنه وينٔون عنه وإن يهلكون إلا أنفسهم وما يشعرون,933285,1673
26,6,ولو ترى إذ وقفوا على النار فقالوا يليتنا نرد ولا نكذب بٔايت ربنا ونكون من المؤمنين,933285,4830
27,6,بل بدا لهم ما كانوا يخفون من قبل ولو ردوا لعادوا لما نهوا عنه وإنهم لكذبون,933285,2734
28,6,وقالوا إن هى إلا حياتنا الدنيا وما نحن بمبعوثين,933285,1643
29,6,ولو ترى إذ وقفوا على ربهم قال أليس هذا بالحق قالوا بلى وربنا قال فذوقوا العذاب بما كنتم تكفرون,933285,6558
30,6,قد خسر الذين كذبوا بلقاء الله حتى إذا جاءتهم الساعة بغتة قالوا يحسرتنا على ما فرطنا فيها وهم يحملون أوزارهم على ظهورهم ألا ساء ما يزرون,933285,9411
31,6,وما الحيوة الدنيا إلا لعب ولهو وللدار الءاخرة خير للذين يتقون أفلا تعقلون,933285,4457
32,6,قد نعلم إنه ليحزنك الذى يقولون فإنهم لا يكذبونك ولكن الظلمين بٔايت الله يجحدون,933285,4160
33,6,ولقد كذبت رسل من قبلك فصبروا على ما كذبوا وأوذوا حتى أتىهم نصرنا ولا مبدل لكلمت الله ولقد جاءك من نبإى المرسلين,933285,6476
34,6,وإن كان كبر عليك إعراضهم فإن استطعت أن تبتغى نفقا فى الأرض أو سلما فى السماء فتأتيهم بٔاية ولو شاء الله لجمعهم على الهدى فلا تكونن من الجهلين,933285,8813
35,6,إنما يستجيب الذين يسمعون والموتى يبعثهم الله ثم إليه يرجعون,933285,3715
36,6,وقالوا لولا نزل عليه ءاية من ربه قل إن الله قادر على أن ينزل ءاية ولكن أكثرهم لا يعلمون,933285,2663
37,6,وما من دابة فى الأرض ولا طئر يطير بجناحيه إلا أمم أمثالكم ما فرطنا فى الكتب من شىء ثم إلى ربهم يحشرون,933285,5298
38,6,والذين كذبوا بٔايتنا صم وبكم فى الظلمت من يشإ الله يضلله ومن يشأ يجعله على صرط مستقيم,933285,6605
39,6,قل أرءيتكم إن أتىكم عذاب الله أو أتتكم الساعة أغير الله تدعون إن كنتم صدقين,933285,5820
40,6,بل إياه تدعون فيكشف ما تدعون إليه إن شاء وتنسون ما تشركون,933285,3628
41,6,ولقد أرسلنا إلى أمم من قبلك فأخذنهم بالبأساء والضراء لعلهم يتضرعون,933285,5170
42,6,فلولا إذ جاءهم بأسنا تضرعوا ولكن قست قلوبهم وزين لهم الشيطن ما كانوا يعملون,933285,4211
43,6,فلما نسوا ما ذكروا به فتحنا عليهم أبوب كل شىء حتى إذا فرحوا بما أوتوا أخذنهم بغتة فإذا هم مبلسون,933285,7999
44,6,فقطع دابر القوم الذين ظلموا والحمد لله رب العلمين,933285,2998
45,6,قل أرءيتم إن أخذ الله سمعكم وأبصركم وختم على قلوبكم من إله غير الله يأتيكم به انظر كيف نصرف الءايت ثم هم يصدفون,933285,8982
46,6,قل أرءيتكم إن أتىكم عذاب الله بغتة أو جهرة هل يهلك إلا القوم الظلمون,933285,5156
47,6,وما نرسل المرسلين إلا مبشرين ومنذرين فمن ءامن وأصلح فلا خوف عليهم ولا هم يحزنون,933285,4060
48,6,والذين كذبوا بٔايتنا يمسهم العذاب بما كانوا يفسقون,933285,3376
49,6,قل لا أقول لكم عندى خزائن الله ولا أعلم الغيب ولا أقول لكم إنى ملك إن أتبع إلا ما يوحى إلى قل هل يستوى الأعمى والبصير أفلا تتفكرون,933285,5965
50,6,وأنذر به الذين يخافون أن يحشروا إلى ربهم ليس لهم من دونه ولى ولا شفيع لعلهم يتقون,933285,4980
51,6,ولا تطرد الذين يدعون ربهم بالغدوة والعشى يريدون وجهه ما عليك من حسابهم من شىء وما من حسابك عليهم من شىء فتطردهم فتكون من الظلمين,933285,7599
52,6,وكذلك فتنا بعضهم ببعض ليقولوا أهؤلاء من الله عليهم من بيننا أليس الله بأعلم بالشكرين,933285,4757
53,6,وإذا جاءك الذين يؤمنون بٔايتنا فقل سلم عليكم كتب ربكم على نفسه الرحمة أنه من عمل منكم سوءا بجهلة ثم تاب من بعده وأصلح فأنه غفور رحيم,933285,7406
54,6,وكذلك نفصل الءايت ولتستبين سبيل المجرمين,933285,2903
55,6,قل إنى نهيت أن أعبد الذين تدعون من دون الله قل لا أتبع أهواءكم قد ضللت إذا وما أنا من المهتدين,933285,5824
56,6,قل إنى على بينة من ربى وكذبتم به ما عندى ما تستعجلون به إن الحكم إلا لله يقص الحق وهو خير الفصلين,933285,4791
57,6,قل لو أن عندى ما تستعجلون به لقضى الأمر بينى وبينكم والله أعلم بالظلمين,933285,4106
58,6,وعنده مفاتح الغيب لا يعلمها إلا هو ويعلم ما فى البر والبحر وما تسقط من ورقة إلا يعلمها ولا حبة فى ظلمت الأرض ولا رطب ولا يابس إلا فى كتب مبين,933285,7457
59,6,وهو الذى يتوفىكم باليل ويعلم ما جرحتم بالنهار ثم يبعثكم فيه ليقضى أجل مسمى ثم إليه مرجعكم ثم ينبئكم بما كنتم تعملون,933285,7716
60,6,وهو القاهر فوق عباده ويرسل عليكم حفظة حتى إذا جاء أحدكم الموت توفته رسلنا وهم لا يفرطون,933285,5435
61,6,ثم ردوا إلى الله مولىهم الحق ألا له الحكم وهو أسرع الحسبين,933285,1803
62,6,قل من ينجيكم من ظلمت البر والبحر تدعونه تضرعا وخفية لئن أنجىنا من هذه لنكونن من الشكرين,933285,6903
63,6,قل الله ينجيكم منها ومن كل كرب ثم أنتم تشركون,933285,2800
64,6,قل هو القادر على أن يبعث عليكم عذابا من فوقكم أو من تحت أرجلكم أو يلبسكم شيعا ويذيق بعضكم بأس بعض انظر كيف نصرف الءايت لعلهم يفقهون,933285,9492
65,6,وكذب به قومك وهو الحق قل لست عليكم بوكيل,933285,1915
66,6,لكل نبإ مستقر وسوف تعلمون,933285,1681
67,6,وإذا رأيت الذين يخوضون فى ءايتنا فأعرض عنهم حتى يخوضوا فى حديث غيره وإما ينسينك الشيطن فلا تقعد بعد الذكرى مع القوم الظلمين,933285,12837
68,6,وما على الذين يتقون من حسابهم من شىء ولكن ذكرى لعلهم يتقون,933285,3898
69,6,وذر الذين اتخذوا دينهم لعبا ولهوا وغرتهم الحيوة الدنيا وذكر به أن تبسل نفس بما كسبت ليس لها من دون الله ولى ولا شفيع وإن تعدل كل عدل لا يؤخذ منها أولئك الذين أبسلوا بما كسبوا لهم شراب من حميم وعذاب أليم بما كانوا يكفرون,933285,13905
70,6,قل أندعوا من دون الله ما لا ينفعنا ولا يضرنا ونرد على أعقابنا بعد إذ هدىنا الله كالذى استهوته الشيطين فى الأرض حيران له أصحب يدعونه إلى الهدى ائتنا قل إن هدى الله هو الهدى وأمرنا لنسلم لرب العلمين,933285,8979
71,6,وأن أقيموا الصلوة واتقوه وهو الذى إليه تحشرون,933285,2663
72,6,وهو الذى خلق السموت والأرض بالحق ويوم يقول كن فيكون قوله الحق وله الملك يوم ينفخ فى الصور علم الغيب والشهدة وهو الحكيم الخبير,933285,7806
73,6,وإذ قال إبرهيم لأبيه ءازر أتتخذ أصناما ءالهة إنى أرىك وقومك فى ضلل مبين,933285,5195
74,6,وكذلك نرى إبرهيم ملكوت السموت والأرض وليكون من الموقنين,933285,3864
75,6,فلما جن عليه اليل رءا كوكبا قال هذا ربى فلما أفل قال لا أحب الءافلين,933285,2328
76,6,فلما رءا القمر بازغا قال هذا ربى فلما أفل قال لئن لم يهدنى ربى لأكونن من القوم الضالين,933285,4965
77,6,فلما رءا الشمس بازغة قال هذا ربى هذا أكبر فلما أفلت قال يقوم إنى برىء مما تشركون,933285,6057
78,6,إنى وجهت وجهى للذى فطر السموت والأرض حنيفا وما أنا من المشركين,933285,4122
79,6,وحاجه قومه قال أتحجونى فى الله وقد هدىن ولا أخاف ما تشركون به إلا أن يشاء ربى شئا وسع ربى كل شىء علما أفلا تتذكرون,933285,6517
80,6,وكيف أخاف ما أشركتم ولا تخافون أنكم أشركتم بالله ما لم ينزل به عليكم سلطنا فأى الفريقين أحق بالأمن إن كنتم تعلمون,933285,6611
81,6,الذين ءامنوا ولم يلبسوا إيمنهم بظلم أولئك لهم الأمن وهم مهتدون,933285,3004
82,6,وتلك حجتنا ءاتينها إبرهيم على قومه نرفع درجت من نشاء إن ربك حكيم عليم,933285,3855
83,6,ووهبنا له إسحق ويعقوب كلا هدينا ونوحا هدينا من قبل ومن ذريته داود وسليمن وأيوب ويوسف وموسى وهرون وكذلك نجزى المحسنين,933285,4245
84,6,وزكريا ويحيى وعيسى وإلياس كل من الصلحين,933285,911
85,6,وإسمعيل واليسع ويونس ولوطا وكلا فضلنا على العلمين,933285,1937
86,6,ومن ءابائهم وذريتهم وإخونهم واجتبينهم وهدينهم إلى صرط مستقيم,933285,3843
87,6,ذلك هدى الله يهدى به من يشاء من عباده ولو أشركوا لحبط عنهم ما كانوا يعملون,933285,2554
88,6,أولئك الذين ءاتينهم الكتب والحكم والنبوة فإن يكفر بها هؤلاء فقد وكلنا بها قوما ليسوا بها بكفرين,933285,3424
89,6,أولئك الذين هدى الله فبهدىهم اقتده قل لا أسٔلكم عليه أجرا إن هو إلا ذكرى للعلمين,933285,3506
90,6,وما قدروا الله حق قدره إذ قالوا ما أنزل الله على بشر من شىء قل من أنزل الكتب الذى جاء به موسى نورا وهدى للناس تجعلونه قراطيس تبدونها وتخفون كثيرا وعلمتم ما لم تعلموا أنتم ولا ءاباؤكم قل الله ثم ذرهم فى خوضهم يلعبون,933285,13484
91,6,وهذا كتب أنزلنه مبارك مصدق الذى بين يديه ولتنذر أم القرى ومن حولها والذين يؤمنون بالءاخرة يؤمنون به وهم على صلاتهم يحافظون,933285,8260
92,6,ومن أظلم ممن افترى على الله كذبا أو قال أوحى إلى ولم يوح إليه شىء ومن قال سأنزل مثل ما أنزل الله ولو ترى إذ الظلمون فى غمرت الموت والملئكة باسطوا أيديهم أخرجوا أنفسكم اليوم تجزون عذاب الهون بما كنتم تقولون على الله غير الحق وكنتم عن ءايته تستكبرون,933285,16828
93,6,ولقد جئتمونا فردى كما خلقنكم أول مرة وتركتم ما خولنكم وراء ظهوركم وما نرى معكم شفعاءكم الذين زعمتم أنهم فيكم شركؤا لقد تقطع بينكم وضل عنكم ما كنتم تزعمون,933285,11430
94,6,إن الله فالق الحب والنوى يخرج الحى من الميت ومخرج الميت من الحى ذلكم الله فأنى تؤفكون,933285,4928
95,6,فالق الإصباح وجعل اليل سكنا والشمس والقمر حسبانا ذلك تقدير العزيز العليم,933285,3361
96,6,وهو الذى جعل لكم النجوم لتهتدوا بها فى ظلمت البر والبحر قد فصلنا الءايت لقوم يعلمون,933285,5055
97,6,وهو الذى أنشأكم من نفس وحدة فمستقر ومستودع قد فصلنا الءايت لقوم يفقهون,933285,4164
98,6,وهو الذى أنزل من السماء ماء فأخرجنا به نبات كل شىء فأخرجنا منه خضرا نخرج منه حبا متراكبا ومن النخل من طلعها قنوان دانية وجنت من أعناب والزيتون والرمان مشتبها وغير متشبه انظروا إلى ثمره إذا أثمر وينعه إن فى ذلكم لءايت لقوم يؤمنون,933285,17866
99,6,وجعلوا لله شركاء الجن وخلقهم وخرقوا له بنين وبنت بغير علم سبحنه وتعلى عما يصفون,933285,5426
100,6,بديع السموت والأرض أنى يكون له ولد ولم تكن له صحبة وخلق كل شىء وهو بكل شىء عليم,933285,4196
101,6,ذلكم الله ربكم لا إله إلا هو خلق كل شىء فاعبدوه وهو على كل شىء وكيل,933285,3041
102,6,لا تدركه الأبصر وهو يدرك الأبصر وهو اللطيف الخبير,933285,2579
103,6,قد جاءكم بصائر من ربكم فمن أبصر فلنفسه ومن عمى فعليها وما أنا عليكم بحفيظ,933285,3264
104,6,وكذلك نصرف الءايت وليقولوا درست ولنبينه لقوم يعلمون,933285,3027
105,6,اتبع ما أوحى إليك من ربك لا إله إلا هو وأعرض عن المشركين,933285,2870
106,6,ولو شاء الله ما أشركوا وما جعلنك عليهم حفيظا وما أنت عليهم بوكيل,933285,3074
107,6,ولا تسبوا الذين يدعون من دون الله فيسبوا الله عدوا بغير علم كذلك زينا لكل أمة عملهم ثم إلى ربهم مرجعهم فينبئهم بما كانوا يعملون,933285,6161
108,6,وأقسموا بالله جهد أيمنهم لئن جاءتهم ءاية ليؤمنن بها قل إنما الءايت عند الله وما يشعركم أنها إذا جاءت لا يؤمنون,933285,4071
109,6,ونقلب أفٔدتهم وأبصرهم كما لم يؤمنوا به أول مرة ونذرهم فى طغينهم يعمهون,933285,3976
110,6,ولو أننا نزلنا إليهم الملئكة وكلمهم الموتى وحشرنا عليهم كل شىء قبلا ما كانوا ليؤمنوا إلا أن يشاء الله ولكن أكثرهم يجهلون,933285,4031
111,6,وكذلك جعلنا لكل نبى عدوا شيطين الإنس والجن يوحى بعضهم إلى بعض زخرف القول غرورا ولو شاء ربك ما فعلوه فذرهم وما يفترون,933285,8705
112,6,ولتصغى إليه أفٔدة الذين لا يؤمنون بالءاخرة وليرضوه وليقترفوا ما هم مقترفون,933285,6343
113,6,أفغير الله أبتغى حكما وهو الذى أنزل إليكم الكتب مفصلا والذين ءاتينهم الكتب يعلمون أنه منزل من ربك بالحق فلا تكونن من الممترين,933285,8577
114,6,وتمت كلمت ربك صدقا وعدلا لا مبدل لكلمته وهو السميع العليم,933285,2905
115,6,وإن تطع أكثر من فى الأرض يضلوك عن سبيل الله إن يتبعون إلا الظن وإن هم إلا يخرصون,933285,6315
116,6,إن ربك هو أعلم من يضل عن سبيله وهو أعلم بالمهتدين,933285,2282
117,6,فكلوا مما ذكر اسم الله عليه إن كنتم بٔايته مؤمنين,933285,2590
118,6,وما لكم ألا تأكلوا مما ذكر اسم الله عليه وقد فصل لكم ما حرم عليكم إلا ما اضطررتم إليه وإن كثيرا ليضلون بأهوائهم بغير علم إن ربك هو أعلم بالمعتدين,933285,8697
119,6,وذروا ظهر الإثم وباطنه إن الذين يكسبون الإثم سيجزون بما كانوا يقترفون,933285,5328
120,6,ولا تأكلوا مما لم يذكر اسم الله عليه وإنه لفسق وإن الشيطين ليوحون إلى أوليائهم ليجدلوكم وإن أطعتموهم إنكم لمشركون,933285,4430
121,6,أومن كان ميتا فأحيينه وجعلنا له نورا يمشى به فى الناس كمن مثله فى الظلمت ليس بخارج منها كذلك زين للكفرين ما كانوا يعملون,933285,6594
122,6,وكذلك جعلنا فى كل قرية أكبر مجرميها ليمكروا فيها وما يمكرون إلا بأنفسهم وما يشعرون,933285,3636
123,6,وإذا جاءتهم ءاية قالوا لن نؤمن حتى نؤتى مثل ما أوتى رسل الله الله أعلم حيث يجعل رسالته سيصيب الذين أجرموا صغار عند الله وعذاب شديد بما كانوا يمكرون,933285,9570
124,6,فمن يرد الله أن يهديه يشرح صدره للإسلم ومن يرد أن يضله يجعل صدره ضيقا حرجا كأنما يصعد فى السماء كذلك يجعل الله الرجس على الذين لا يؤمنون,933285,7125
125,6,وهذا صرط ربك مستقيما قد فصلنا الءايت لقوم يذكرون,933285,3844
126,6,لهم دار السلم عند ربهم وهو وليهم بما كانوا يعملون,933285,1247
127,6,ويوم يحشرهم جميعا يمعشر الجن قد استكثرتم من الإنس وقال أولياؤهم من الإنس ربنا استمتع بعضنا ببعض وبلغنا أجلنا الذى أجلت لنا قال النار مثوىكم خلدين فيها إلا ما شاء الله إن ربك حكيم عليم,933285,12085
128,6,وكذلك نولى بعض الظلمين بعضا بما كانوا يكسبون,933285,3947
129,6,يمعشر الجن والإنس ألم يأتكم رسل منكم يقصون عليكم ءايتى وينذرونكم لقاء يومكم هذا قالوا شهدنا على أنفسنا وغرتهم الحيوة الدنيا وشهدوا على أنفسهم أنهم كانوا كفرين,933285,8577
130,6,ذلك أن لم يكن ربك مهلك القرى بظلم وأهلها غفلون,933285,3795
131,6,ولكل درجت مما عملوا وما ربك بغفل عما يعملون,933285,2619
132,6,وربك الغنى ذو الرحمة إن يشأ يذهبكم ويستخلف من بعدكم ما يشاء كما أنشأكم من ذرية قوم ءاخرين,933285,7699
133,6,إن ما توعدون لءات وما أنتم بمعجزين,933285,1780
134,6,قل يقوم اعملوا على مكانتكم إنى عامل فسوف تعلمون من تكون له عقبة الدار إنه لا يفلح الظلمون,933285,4425
135,6,وجعلوا لله مما ذرأ من الحرث والأنعم نصيبا فقالوا هذا لله بزعمهم وهذا لشركائنا فما كان لشركائهم فلا يصل إلى الله وما كان لله فهو يصل إلى شركائهم ساء ما يحكمون,933285,7197
136,6,وكذلك زين لكثير من المشركين قتل أولدهم شركاؤهم ليردوهم وليلبسوا عليهم دينهم ولو شاء الله ما فعلوه فذرهم وما يفترون,933285,6691
137,6,وقالوا هذه أنعم وحرث حجر لا يطعمها إلا من نشاء بزعمهم وأنعم حرمت ظهورها وأنعم لا يذكرون اسم الله عليها افتراء عليه سيجزيهم بما كانوا يفترون,933285,7943
138,6,وقالوا ما فى بطون هذه الأنعم خالصة لذكورنا ومحرم على أزوجنا وإن يكن ميتة فهم فيه شركاء سيجزيهم وصفهم إنه حكيم عليم,933285,5423
139,6,قد خسر الذين قتلوا أولدهم سفها بغير علم وحرموا ما رزقهم الله افتراء على الله قد ضلوا وما كانوا مهتدين,933285,7030
140,6,وهو الذى أنشأ جنت معروشت وغير معروشت والنخل والزرع مختلفا أكله والزيتون والرمان متشبها وغير متشبه كلوا من ثمره إذا أثمر وءاتوا حقه يوم حصاده ولا تسرفوا إنه لا يحب المسرفين,933285,14987
141,6,ومن الأنعم حمولة وفرشا كلوا مما رزقكم الله ولا تتبعوا خطوت الشيطن إنه لكم عدو مبين,933285,4194
142,6,ثمنية أزوج من الضأن اثنين ومن المعز اثنين قل ءالذكرين حرم أم الأنثيين أما اشتملت عليه أرحام الأنثيين نبٔونى بعلم إن كنتم صدقين,933285,8448
143,6,ومن الإبل اثنين ومن البقر اثنين قل ءالذكرين حرم أم الأنثيين أما اشتملت عليه أرحام الأنثيين أم كنتم شهداء إذ وصىكم الله بهذا فمن أظلم ممن افترى على الله كذبا ليضل الناس بغير علم إن الله لا يهدى القوم الظلمين,933285,15267
144,6,قل لا أجد فى ما أوحى إلى محرما على طاعم يطعمه إلا أن يكون ميتة أو دما مسفوحا أو لحم خنزير فإنه رجس أو فسقا أهل لغير الله به فمن اضطر غير باغ ولا عاد فإن ربك غفور رحيم,933285,10240
145,6,وعلى الذين هادوا حرمنا كل ذى ظفر ومن البقر والغنم حرمنا عليهم شحومهما إلا ما حملت ظهورهما أو الحوايا أو ما اختلط بعظم ذلك جزينهم ببغيهم وإنا لصدقون,933285,11707
146,6,فإن كذبوك فقل ربكم ذو رحمة وسعة ولا يرد بأسه عن القوم المجرمين,933285,3441
147,6,سيقول الذين أشركوا لو شاء الله ما أشركنا ولا ءاباؤنا ولا حرمنا من شىء كذلك كذب الذين من قبلهم حتى ذاقوا بأسنا قل هل عندكم من علم فتخرجوه لنا إن تتبعون إلا الظن وإن أنتم إلا تخرصون,933285,13135
148,6,قل فلله الحجة البلغة فلو شاء لهدىكم أجمعين,933285,2091
149,6,قل هلم شهداءكم الذين يشهدون أن الله حرم هذا فإن شهدوا فلا تشهد معهم ولا تتبع أهواء الذين كذبوا بٔايتنا والذين لا يؤمنون بالءاخرة وهم بربهم يعدلون,933285,9437
150,6,قل تعالوا أتل ما حرم ربكم عليكم ألا تشركوا به شئا وبالولدين إحسنا ولا تقتلوا أولدكم من إملق نحن نرزقكم وإياهم ولا تقربوا الفوحش ما ظهر منها وما بطن ولا تقتلوا النفس التى حرم الله إلا بالحق ذلكم وصىكم به لعلكم تعقلون,933285,11703
151,6,ولا تقربوا مال اليتيم إلا بالتى هى أحسن حتى يبلغ أشده وأوفوا الكيل والميزان بالقسط لا نكلف نفسا إلا وسعها وإذا قلتم فاعدلوا ولو كان ذا قربى وبعهد الله أوفوا ذلكم وصىكم به لعلكم تذكرون,933285,10173
152,6,وأن هذا صرطى مستقيما فاتبعوه ولا تتبعوا السبل فتفرق بكم عن سبيله ذلكم وصىكم به لعلكم تتقون,933285,6584
153,6,ثم ءاتينا موسى الكتب تماما على الذى أحسن وتفصيلا لكل شىء وهدى ورحمة لعلهم بلقاء ربهم يؤمنون,933285,5029
154,6,وهذا كتب أنزلنه مبارك فاتبعوه واتقوا لعلكم ترحمون,933285,3512
155,6,أن تقولوا إنما أنزل الكتب على طائفتين من قبلنا وإن كنا عن دراستهم لغفلين,933285,4319
156,6,أو تقولوا لو أنا أنزل علينا الكتب لكنا أهدى منهم فقد جاءكم بينة من ربكم وهدى ورحمة فمن أظلم ممن كذب بٔايت الله وصدف عنها سنجزى الذين يصدفون عن ءايتنا سوء العذاب بما كانوا يصدفون,933285,8302
157,6,هل ينظرون إلا أن تأتيهم الملئكة أو يأتى ربك أو يأتى بعض ءايت ربك يوم يأتى بعض ءايت ربك لا ينفع نفسا إيمنها لم تكن ءامنت من قبل أو كسبت فى إيمنها خيرا قل انتظروا إنا منتظرون,933285,13560
158,6,إن الذين فرقوا دينهم وكانوا شيعا لست منهم فى شىء إنما أمرهم إلى الله ثم ينبئهم بما كانوا يفعلون,933285,4329
159,6,من جاء بالحسنة فله عشر أمثالها ومن جاء بالسيئة فلا يجزى إلا مثلها وهم لا يظلمون,933285,3591
160,6,قل إننى هدىنى ربى إلى صرط مستقيم دينا قيما ملة إبرهيم حنيفا وما كان من المشركين,933285,3079
161,6,قل إن صلاتى ونسكى ومحياى ومماتى لله رب العلمين,933285,1928
162,6,لا شريك له وبذلك أمرت وأنا أول المسلمين,933285,2351
163,6,قل أغير الله أبغى ربا وهو رب كل شىء ولا تكسب كل نفس إلا عليها ولا تزر وازرة وزر أخرى ثم إلى ربكم مرجعكم فينبئكم بما كنتم فيه تختلفون,933285,9630
164,6,وهو الذى جعلكم خلئف الأرض ورفع بعضكم فوق بعض درجت ليبلوكم فى ما ءاتىكم إن ربك سريع العقاب وإنه لغفور رحيم,933285,8811
0,7,المص,1054249,161
1,7,كتب أنزل إليك فلا يكن فى صدرك حرج منه لتنذر به وذكرى للمؤمنين,1054249,4046
2,7,اتبعوا ما أنزل إليكم من ربكم ولا تتبعوا من دونه أولياء قليلا ما تذكرون,1054249,3770
3,7,وكم من قرية أهلكنها فجاءها بأسنا بيتا أو هم قائلون,1054249,1441
4,7,فما كان دعوىهم إذ جاءهم بأسنا إلا أن قالوا إنا كنا ظلمين,1054249,2566
5,7,فلنسٔلن الذين أرسل إليهم ولنسٔلن المرسلين,1054249,2115
6,7,فلنقصن عليهم بعلم وما كنا غائبين,1054249,1879
7,7,والوزن يومئذ الحق فمن ثقلت موزينه فأولئك هم المفلحون,1054249,2742
8,7,ومن خفت موزينه فأولئك الذين خسروا أنفسهم بما كانوا بٔايتنا يظلمون,1054249,4947
9,7,ولقد مكنكم فى الأرض وجعلنا لكم فيها معيش قليلا ما تشكرون,1054249,3386
10,7,ولقد خلقنكم ثم صورنكم ثم قلنا للملئكة اسجدوا لءادم فسجدوا إلا إبليس لم يكن من السجدين,1054249,3641
11,7,قال ما منعك ألا تسجد إذ أمرتك قال أنا خير منه خلقتنى من نار وخلقته من طين,1054249,6132
12,7,قال فاهبط منها فما يكون لك أن تتكبر فيها فاخرج إنك من الصغرين,1054249,4176
13,7,قال أنظرنى إلى يوم يبعثون,1054249,2077
14,7,قال إنك من المنظرين,1054249,1573
15,7,قال فبما أغويتنى لأقعدن لهم صرطك المستقيم,1054249,3061
16,7,ثم لءاتينهم من بين أيديهم ومن خلفهم وعن أيمنهم وعن شمائلهم ولا تجد أكثرهم شكرين,1054249,4755
17,7,قال اخرج منها مذءوما مدحورا لمن تبعك منهم لأملأن جهنم منكم أجمعين,1054249,3399
18,7,وئادم اسكن أنت وزوجك الجنة فكلا من حيث شئتما ولا تقربا هذه الشجرة فتكونا من الظلمين,1054249,5952
19,7,فوسوس لهما الشيطن ليبدى لهما ما ورى عنهما من سوءتهما وقال ما نهىكما ربكما عن هذه الشجرة إلا أن تكونا ملكين أو تكونا من الخلدين,1054249,5791
20,7,وقاسمهما إنى لكما لمن النصحين,1054249,764
21,7,فدلىهما بغرور فلما ذاقا الشجرة بدت لهما سوءتهما وطفقا يخصفان عليهما من ورق الجنة ونادىهما ربهما ألم أنهكما عن تلكما الشجرة وأقل لكما إن الشيطن لكما عدو مبين,1054249,8388
