,sura_num,sura_name,sura_hisab,sura_ayat
152,3,إذ تصعدون ولا تلون على أحد والرسول يدعوكم فى أخرىكم فأثبكم غما بغم لكيلا تحزنوا على ما فاتكم ولا ما أصبكم والله خبير بما تعملون,1053348,9110
153,3,ثم أنزل عليكم من بعد الغم أمنة نعاسا يغشى طائفة منكم وطائفة قد أهمتهم أنفسهم يظنون بالله غير الحق ظن الجهلية يقولون هل لنا من الأمر من شىء قل إن الأمر كله لله يخفون فى أنفسهم ما لا يبدون لك يقولون لو كان لنا من الأمر شىء ما قتلنا ههنا قل لو كنتم فى بيوتكم لبرز الذين كتب عليهم القتل إلى مضاجعهم وليبتلى الله ما فى صدوركم وليمحص ما فى قلوبكم والله عليم بذات الصدور,1053348,20488
154,3,إن الذين تولوا منكم يوم التقى الجمعان إنما استزلهم الشيطن ببعض ما كسبوا ولقد عفا الله عنهم إن الله غفور حليم,1053348,6270
155,3,يأيها الذين ءامنوا لا تكونوا كالذين كفروا وقالوا لإخونهم إذا ضربوا فى الأرض أو كانوا غزى لو كانوا عندنا ما ماتوا وما قتلوا ليجعل الله ذلك حسرة فى قلوبهم والله يحى ويميت والله بما تعملون بصير,1053348,11769
156,3,ولئن قتلتم فى سبيل الله أو متم لمغفرة من الله ورحمة خير مما يجمعون,1053348,4633
157,3,ولئن متم أو قتلتم لإلى الله تحشرون,1053348,2636
158,3,فبما رحمة من الله لنت لهم ولو كنت فظا غليظ القلب لانفضوا من حولك فاعف عنهم واستغفر لهم وشاورهم فى الأمر فإذا عزمت فتوكل على الله إن الله يحب المتوكلين,1053348,11660
159,3,إن ينصركم الله فلا غالب لكم وإن يخذلكم فمن ذا الذى ينصركم من بعده وعلى الله فليتوكل المؤمنون,1053348,6368
160,3,وما كان لنبى أن يغل ومن يغلل يأت بما غل يوم القيمة ثم توفى كل نفس ما كسبت وهم لا يظلمون,1053348,7092
161,3,أفمن اتبع رضون الله كمن باء بسخط من الله ومأوىه جهنم وبئس المصير,1053348,3303
162,3,هم درجت عند الله والله بصير بما يعملون,1053348,1465
163,3,لقد من الله على المؤمنين إذ بعث فيهم رسولا من أنفسهم يتلوا عليهم ءايته ويزكيهم ويعلمهم الكتب والحكمة وإن كانوا من قبل لفى ضلل مبين,1053348,5953
164,3,أولما أصبتكم مصيبة قد أصبتم مثليها قلتم أنى هذا قل هو من عند أنفسكم إن الله على كل شىء قدير,1053348,4818
165,3,وما أصبكم يوم التقى الجمعان فبإذن الله وليعلم المؤمنين,1053348,2289
166,3,وليعلم الذين نافقوا وقيل لهم تعالوا قتلوا فى سبيل الله أو ادفعوا قالوا لو نعلم قتالا لاتبعنكم هم للكفر يومئذ أقرب منهم للإيمن يقولون بأفوههم ما ليس فى قلوبهم والله أعلم بما يكتمون,1053348,7697
167,3,الذين قالوا لإخونهم وقعدوا لو أطاعونا ما قتلوا قل فادرءوا عن أنفسكم الموت إن كنتم صدقين,1053348,4685
168,3,ولا تحسبن الذين قتلوا فى سبيل الله أموتا بل أحياء عند ربهم يرزقون,1053348,3378
169,3,فرحين بما ءاتىهم الله من فضله ويستبشرون بالذين لم يلحقوا بهم من خلفهم ألا خوف عليهم ولا هم يحزنون,1053348,5939
170,3,يستبشرون بنعمة من الله وفضل وأن الله لا يضيع أجر المؤمنين,1053348,3736
171,3,الذين استجابوا لله والرسول من بعد ما أصابهم القرح للذين أحسنوا منهم واتقوا أجر عظيم,1053348,5167
172,3,الذين قال لهم الناس إن الناس قد جمعوا لكم فاخشوهم فزادهم إيمنا وقالوا حسبنا الله ونعم الوكيل,1053348,3511
173,3,فانقلبوا بنعمة من الله وفضل لم يمسسهم سوء واتبعوا رضون الله والله ذو فضل عظيم,1053348,6176
174,3,إنما ذلكم الشيطن يخوف أولياءه فلا تخافوهم وخافون إن كنتم مؤمنين,1053348,4768
175,3,ولا يحزنك الذين يسرعون فى الكفر إنهم لن يضروا الله شئا يريد الله ألا يجعل لهم حظا فى الءاخرة ولهم عذاب عظيم,1053348,7512
176,3,إن الذين اشتروا الكفر بالإيمن لن يضروا الله شئا ولهم عذاب أليم,1053348,4624
177,3,ولا يحسبن الذين كفروا أنما نملى لهم خير لأنفسهم إنما نملى لهم ليزدادوا إثما ولهم عذاب مهين,1053348,4481
178,3,ما كان الله ليذر المؤمنين على ما أنتم عليه حتى يميز الخبيث من الطيب وما كان الله ليطلعكم على الغيب ولكن الله يجتبى من رسله من يشاء فٔامنوا بالله ورسله وإن تؤمنوا وتتقوا فلكم أجر عظيم,1053348,10167
179,3,ولا يحسبن الذين يبخلون بما ءاتىهم الله من فضله هو خيرا لهم بل هو شر لهم سيطوقون ما بخلوا به يوم القيمة ولله ميرث السموت والأرض والله بما تعملون خبير,1053348,9821
180,3,لقد سمع الله قول الذين قالوا إن الله فقير ونحن أغنياء سنكتب ما قالوا وقتلهم الأنبياء بغير حق ونقول ذوقوا عذاب الحريق,1053348,7952
181,3,ذلك بما قدمت أيديكم وأن الله ليس بظلام للعبيد,1053348,2764
182,3,الذين قالوا إن الله عهد إلينا ألا نؤمن لرسول حتى يأتينا بقربان تأكله النار قل قد جاءكم رسل من قبلى بالبينت وبالذى قلتم فلم قتلتموهم إن كنتم صدقين,1053348,8291
183,3,فإن كذبوك فقد كذب رسل من قبلك جاءو بالبينت والزبر والكتب المنير,1053348,3858
184,3,كل نفس ذائقة الموت وإنما توفون أجوركم يوم القيمة فمن زحزح عن النار وأدخل الجنة فقد فاز وما الحيوة الدنيا إلا متع الغرور,1053348,6462
185,3,لتبلون فى أمولكم وأنفسكم ولتسمعن من الذين أوتوا الكتب من قبلكم ومن الذين أشركوا أذى كثيرا وإن تصبروا وتتقوا فإن ذلك من عزم الأمور,1053348,9562
186,3,وإذ أخذ الله ميثق الذين أوتوا الكتب لتبيننه للناس ولا تكتمونه فنبذوه وراء ظهورهم واشتروا به ثمنا قليلا فبئس ما يشترون,1053348,11097
187,3,لا تحسبن الذين يفرحون بما أتوا ويحبون أن يحمدوا بما لم يفعلوا فلا تحسبنهم بمفازة من العذاب ولهم عذاب أليم,1053348,5299
188,3,ولله ملك السموت والأرض والله على كل شىء قدير,1053348,2574
189,3,إن فى خلق السموت والأرض واختلف اليل والنهار لءايت لأولى الألبب,1053348,4493
190,3,الذين يذكرون الله قيما وقعودا وعلى جنوبهم ويتفكرون فى خلق السموت والأرض ربنا ما خلقت هذا بطلا سبحنك فقنا عذاب النار,1053348,9150
191,3,ربنا إنك من تدخل النار فقد أخزيته وما للظلمين من أنصار,1053348,4506
192,3,ربنا إننا سمعنا مناديا ينادى للإيمن أن ءامنوا بربكم فٔامنا ربنا فاغفر لنا ذنوبنا وكفر عنا سئاتنا وتوفنا مع الأبرار,1053348,6035
193,3,ربنا وءاتنا ما وعدتنا على رسلك ولا تخزنا يوم القيمة إنك لا تخلف الميعاد,1053348,4399
194,3,فاستجاب لهم ربهم أنى لا أضيع عمل عمل منكم من ذكر أو أنثى بعضكم من بعض فالذين هاجروا وأخرجوا من ديرهم وأوذوا فى سبيلى وقتلوا وقتلوا لأكفرن عنهم سئاتهم ولأدخلنهم جنت تجرى من تحتها الأنهر ثوابا من عند الله والله عنده حسن الثواب,1053348,15694
195,3,لا يغرنك تقلب الذين كفروا فى البلد,1053348,3089
196,3,متع قليل ثم مأوىهم جهنم وبئس المهاد,1053348,1561
197,3,لكن الذين اتقوا ربهم لهم جنت تجرى من تحتها الأنهر خلدين فيها نزلا من عند الله وما عند الله خير للأبرار,1053348,6638
198,3,وإن من أهل الكتب لمن يؤمن بالله وما أنزل إليكم وما أنزل إليهم خشعين لله لا يشترون بٔايت الله ثمنا قليلا أولئك لهم أجرهم عند ربهم إن الله سريع الحساب,1053348,6026
199,3,يأيها الذين ءامنوا اصبروا وصابروا ورابطوا واتقوا الله لعلكم تفلحون,1053348,3091
0,4,يأيها الناس اتقوا ربكم الذى خلقكم من نفس وحدة وخلق منها زوجها وبث منهما رجالا كثيرا ونساء واتقوا الله الذى تساءلون به والأرحام إن الله كان عليكم رقيبا,1114140,8169
1,4,وءاتوا اليتمى أمولهم ولا تتبدلوا الخبيث بالطيب ولا تأكلوا أمولهم إلى أمولكم إنه كان حوبا كبيرا,1114140,4258
2,4,وإن خفتم ألا تقسطوا فى اليتمى فانكحوا ما طاب لكم من النساء مثنى وثلث وربع فإن خفتم ألا تعدلوا فوحدة أو ما ملكت أيمنكم ذلك أدنى ألا تعولوا,1114140,8741
3,4,وءاتوا النساء صدقتهن نحلة فإن طبن لكم عن شىء منه نفسا فكلوه هنئا مرئا,1114140,2745
4,4,ولا تؤتوا السفهاء أمولكم التى جعل الله لكم قيما وارزقوهم فيها واكسوهم وقولوا لهم قولا معروفا,1114140,3357
5,4,وابتلوا اليتمى حتى إذا بلغوا النكاح فإن ءانستم منهم رشدا فادفعوا إليهم أمولهم ولا تأكلوها إسرافا وبدارا أن يكبروا ومن كان غنيا فليستعفف ومن كان فقيرا فليأكل بالمعروف فإذا دفعتم إليهم أمولهم فأشهدوا عليهم وكفى بالله حسيبا,1114140,11895
6,4,للرجال نصيب مما ترك الولدان والأقربون وللنساء نصيب مما ترك الولدان والأقربون مما قل منه أو كثر نصيبا مفروضا,1114140,5526
7,4,وإذا حضر القسمة أولوا القربى واليتمى والمسكين فارزقوهم منه وقولوا لهم قولا معروفا,1114140,4327
8,4,وليخش الذين لو تركوا من خلفهم ذرية ضعفا خافوا عليهم فليتقوا الله وليقولوا قولا سديدا,1114140,7052
9,4,إن الذين يأكلون أمول اليتمى ظلما إنما يأكلون فى بطونهم نارا وسيصلون سعيرا,1114140,3736
10,4,يوصيكم الله فى أولدكم للذكر مثل حظ الأنثيين فإن كن نساء فوق اثنتين فلهن ثلثا ما ترك وإن كانت وحدة فلها النصف ولأبويه لكل وحد منهما السدس مما ترك إن كان له ولد فإن لم يكن له ولد وورثه أبواه فلأمه الثلث فإن كان له إخوة فلأمه السدس من بعد وصية يوصى بها أو دين ءاباؤكم وأبناؤكم لا تدرون أيهم أقرب لكم نفعا فريضة من الله إن الله كان عليما حكيما,1114140,16287
11,4,ولكم نصف ما ترك أزوجكم إن لم يكن لهن ولد فإن كان لهن ولد فلكم الربع مما تركن من بعد وصية يوصين بها أو دين ولهن الربع مما تركتم إن لم يكن لكم ولد فإن كان لكم ولد فلهن الثمن مما تركتم من بعد وصية توصون بها أو دين وإن كان رجل يورث كللة أو امرأة وله أخ أو أخت فلكل وحد منهما السدس فإن كانوا أكثر من ذلك فهم شركاء فى الثلث من بعد وصية يوصى بها أو دين غير مضار وصية من الله والله عليم حليم,1114140,18870
12,4,تلك حدود الله ومن يطع الله ورسوله يدخله جنت تجرى من تحتها الأنهر خلدين فيها وذلك الفوز العظيم,1114140,6714
13,4,ومن يعص الله ورسوله ويتعد حدوده يدخله نارا خلدا فيها وله عذاب مهين,1114140,3707
14,4,والتى يأتين الفحشة من نسائكم فاستشهدوا عليهن أربعة منكم فإن شهدوا فأمسكوهن فى البيوت حتى يتوفىهن الموت أو يجعل الله لهن سبيلا,1114140,6096
15,4,والذان يأتينها منكم فٔاذوهما فإن تابا وأصلحا فأعرضوا عنهما إن الله كان توابا رحيما,1114140,5100
16,4,إنما التوبة على الله للذين يعملون السوء بجهلة ثم يتوبون من قريب فأولئك يتوب الله عليهم وكان الله عليما حكيما,1114140,4437
17,4,وليست التوبة للذين يعملون السئات حتى إذا حضر أحدهم الموت قال إنى تبت الٔن ولا الذين يموتون وهم كفار أولئك أعتدنا لهم عذابا أليما,1114140,9405
18,4,يأيها الذين ءامنوا لا يحل لكم أن ترثوا النساء كرها ولا تعضلوهن لتذهبوا ببعض ما ءاتيتموهن إلا أن يأتين بفحشة مبينة وعاشروهن بالمعروف فإن كرهتموهن فعسى أن تكرهوا شئا ويجعل الله فيه خيرا كثيرا,1114140,12987
19,4,وإن أردتم استبدال زوج مكان زوج وءاتيتم إحدىهن قنطارا فلا تأخذوا منه شئا أتأخذونه بهتنا وإثما مبينا,1114140,7727
20,4,وكيف تأخذونه وقد أفضى بعضكم إلى بعض وأخذن منكم ميثقا غليظا,1114140,8805
21,4,ولا تنكحوا ما نكح ءاباؤكم من النساء إلا ما قد سلف إنه كان فحشة ومقتا وساء سبيلا,1114140,2521
22,4,حرمت عليكم أمهتكم وبناتكم وأخوتكم وعمتكم وخلتكم وبنات الأخ وبنات الأخت وأمهتكم التى أرضعنكم وأخوتكم من الرضعة وأمهت نسائكم وربئبكم التى فى حجوركم من نسائكم التى دخلتم بهن فإن لم تكونوا دخلتم بهن فلا جناح عليكم وحلئل أبنائكم الذين من أصلبكم وأن تجمعوا بين الأختين إلا ما قد سلف إن الله كان غفورا رحيما,1114140,22298
23,4,والمحصنت من النساء إلا ما ملكت أيمنكم كتب الله عليكم وأحل لكم ما وراء ذلكم أن تبتغوا بأمولكم محصنين غير مسفحين فما استمتعتم به منهن فٔاتوهن أجورهن فريضة ولا جناح عليكم فيما ترضيتم به من بعد الفريضة إن الله كان عليما حكيما,1114140,14670
24,4,ومن لم يستطع منكم طولا أن ينكح المحصنت المؤمنت فمن ما ملكت أيمنكم من فتيتكم المؤمنت والله أعلم بإيمنكم بعضكم من بعض فانكحوهن بإذن أهلهن وءاتوهن أجورهن بالمعروف محصنت غير مسفحت ولا متخذت أخدان فإذا أحصن فإن أتين بفحشة فعليهن نصف ما على المحصنت من العذاب ذلك لمن خشى العنت منكم وأن تصبروا خير لكم والله غفور رحيم,1114140,24190
25,4,يريد الله ليبين لكم ويهديكم سنن الذين من قبلكم ويتوب عليكم والله عليم حكيم,1114140,2704
26,4,والله يريد أن يتوب عليكم ويريد الذين يتبعون الشهوت أن تميلوا ميلا عظيما,1114140,4876
27,4,يريد الله أن يخفف عنكم وخلق الإنسن ضعيفا,1114140,3180
28,4,يأيها الذين ءامنوا لا تأكلوا أمولكم بينكم بالبطل إلا أن تكون تجرة عن تراض منكم ولا تقتلوا أنفسكم إن الله كان بكم رحيما,1114140,6310
29,4,ومن يفعل ذلك عدونا وظلما فسوف نصليه نارا وكان ذلك على الله يسيرا,1114140,4082
30,4,إن تجتنبوا كبائر ما تنهون عنه نكفر عنكم سئاتكم وندخلكم مدخلا كريما,1114140,4571
31,4,ولا تتمنوا ما فضل الله به بعضكم على بعض للرجال نصيب مما اكتسبوا وللنساء نصيب مما اكتسبن وسٔلوا الله من فضله إن الله كان بكل شىء عليما,1114140,7689
32,4,ولكل جعلنا مولى مما ترك الولدان والأقربون والذين عقدت أيمنكم فٔاتوهم نصيبهم إن الله كان على كل شىء شهيدا,1114140,4757
33,4,الرجال قومون على النساء بما فضل الله بعضهم على بعض وبما أنفقوا من أمولهم فالصلحت قنتت حفظت للغيب بما حفظ الله والتى تخافون نشوزهن فعظوهن واهجروهن فى المضاجع واضربوهن فإن أطعنكم فلا تبغوا عليهن سبيلا إن الله كان عليا كبيرا,1114140,17381
34,4,وإن خفتم شقاق بينهما فابعثوا حكما من أهله وحكما من أهلها إن يريدا إصلحا يوفق الله بينهما إن الله كان عليما خبيرا,1114140,4781
35,4,واعبدوا الله ولا تشركوا به شئا وبالولدين إحسنا وبذى القربى واليتمى والمسكين والجار ذى القربى والجار الجنب والصاحب بالجنب وابن السبيل وما ملكت أيمنكم إن الله لا يحب من كان مختالا فخورا,1114140,8452
36,4,الذين يبخلون ويأمرون الناس بالبخل ويكتمون ما ءاتىهم الله من فضله وأعتدنا للكفرين عذابا مهينا,1114140,6532
37,4,والذين ينفقون أمولهم رئاء الناس ولا يؤمنون بالله ولا باليوم الءاخر ومن يكن الشيطن له قرينا فساء قرينا,1114140,4252
38,4,وماذا عليهم لو ءامنوا بالله واليوم الءاخر وأنفقوا مما رزقهم الله وكان الله بهم عليما,1114140,3114
39,4,إن الله لا يظلم مثقال ذرة وإن تك حسنة يضعفها ويؤت من لدنه أجرا عظيما,1114140,6091
40,4,فكيف إذا جئنا من كل أمة بشهيد وجئنا بك على هؤلاء شهيدا,1114140,1994
41,4,يومئذ يود الذين كفروا وعصوا الرسول لو تسوى بهم الأرض ولا يكتمون الله حديثا,1114140,5109
42,4,يأيها الذين ءامنوا لا تقربوا الصلوة وأنتم سكرى حتى تعلموا ما تقولون ولا جنبا إلا عابرى سبيل حتى تغتسلوا وإن كنتم مرضى أو على سفر أو جاء أحد منكم من الغائط أو لمستم النساء فلم تجدوا ماء فتيمموا صعيدا طيبا فامسحوا بوجوهكم وأيديكم إن الله كان عفوا غفورا,1114140,14453
43,4,ألم تر إلى الذين أوتوا نصيبا من الكتب يشترون الضللة ويريدون أن تضلوا السبيل,1114140,6173
44,4,والله أعلم بأعدائكم وكفى بالله وليا وكفى بالله نصيرا,1114140,1100
45,4,من الذين هادوا يحرفون الكلم عن مواضعه ويقولون سمعنا وعصينا واسمع غير مسمع ورعنا ليا بألسنتهم وطعنا فى الدين ولو أنهم قالوا سمعنا وأطعنا واسمع وانظرنا لكان خيرا لهم وأقوم ولكن لعنهم الله بكفرهم فلا يؤمنون إلا قليلا,1114140,10279
46,4,يأيها الذين أوتوا الكتب ءامنوا بما نزلنا مصدقا لما معكم من قبل أن نطمس وجوها فنردها على أدبارها أو نلعنهم كما لعنا أصحب السبت وكان أمر الله مفعولا,1114140,5217
47,4,إن الله لا يغفر أن يشرك به ويغفر ما دون ذلك لمن يشاء ومن يشرك بالله فقد افترى إثما عظيما,1114140,7727
48,4,ألم تر إلى الذين يزكون أنفسهم بل الله يزكى من يشاء ولا يظلمون فتيلا,1114140,3954
49,4,انظر كيف يفترون على الله الكذب وكفى به إثما مبينا,1114140,3686
50,4,ألم تر إلى الذين أوتوا نصيبا من الكتب يؤمنون بالجبت والطغوت ويقولون للذين كفروا هؤلاء أهدى من الذين ءامنوا سبيلا,1114140,7114
51,4,أولئك الذين لعنهم الله ومن يلعن الله فلن تجد له نصيرا,1114140,2385
52,4,أم لهم نصيب من الملك فإذا لا يؤتون الناس نقيرا,1114140,2261
53,4,أم يحسدون الناس على ما ءاتىهم الله من فضله فقد ءاتينا ءال إبرهيم الكتب والحكمة وءاتينهم ملكا عظيما,1114140,5103
54,4,فمنهم من ءامن به ومنهم من صد عنه وكفى بجهنم سعيرا,1114140,1401
55,4,إن الذين كفروا بٔايتنا سوف نصليهم نارا كلما نضجت جلودهم بدلنهم جلودا غيرها ليذوقوا العذاب إن الله كان عزيزا حكيما,1114140,7078
56,4,والذين ءامنوا وعملوا الصلحت سندخلهم جنت تجرى من تحتها الأنهر خلدين فيها أبدا لهم فيها أزوج مطهرة وندخلهم ظلا ظليلا,1114140,8526
57,4,إن الله يأمركم أن تؤدوا الأمنت إلى أهلها وإذا حكمتم بين الناس أن تحكموا بالعدل إن الله نعما يعظكم به إن الله كان سميعا بصيرا,1114140,5566
58,4,يأيها الذين ءامنوا أطيعوا الله وأطيعوا الرسول وأولى الأمر منكم فإن تنزعتم فى شىء فردوه إلى الله والرسول إن كنتم تؤمنون بالله واليوم الءاخر ذلك خير وأحسن تأويلا,1114140,8414
59,4,ألم تر إلى الذين يزعمون أنهم ءامنوا بما أنزل إليك وما أنزل من قبلك يريدون أن يتحاكموا إلى الطغوت وقد أمروا أن يكفروا به ويريد الشيطن أن يضلهم ضللا بعيدا,1114140,7982
60,4,وإذا قيل لهم تعالوا إلى ما أنزل الله وإلى الرسول رأيت المنفقين يصدون عنك صدودا,1114140,3400
61,4,فكيف إذا أصبتهم مصيبة بما قدمت أيديهم ثم جاءوك يحلفون بالله إن أردنا إلا إحسنا وتوفيقا,1114140,4118
62,4,أولئك الذين يعلم الله ما فى قلوبهم فأعرض عنهم وعظهم وقل لهم فى أنفسهم قولا بليغا,1114140,5415
63,4,وما أرسلنا من رسول إلا ليطاع بإذن الله ولو أنهم إذ ظلموا أنفسهم جاءوك فاستغفروا الله واستغفر لهم الرسول لوجدوا الله توابا رحيما,1114140,8656
64,4,فلا وربك لا يؤمنون حتى يحكموك فيما شجر بينهم ثم لا يجدوا فى أنفسهم حرجا مما قضيت ويسلموا تسليما,1114140,4989
65,4,ولو أنا كتبنا عليهم أن اقتلوا أنفسكم أو اخرجوا من ديركم ما فعلوه إلا قليل منهم ولو أنهم فعلوا ما يوعظون به لكان خيرا لهم وأشد تثبيتا,1114140,7339
66,4,وإذا لءاتينهم من لدنا أجرا عظيما,1114140,2645
67,4,ولهدينهم صرطا مستقيما,1114140,1101
68,4,ومن يطع الله والرسول فأولئك مع الذين أنعم الله عليهم من النبين والصديقين والشهداء والصلحين وحسن أولئك رفيقا,1114140,3684
69,4,ذلك الفضل من الله وكفى بالله عليما,1114140,2173
70,4,يأيها الذين ءامنوا خذوا حذركم فانفروا ثبات أو انفروا جميعا,1114140,4981
71,4,وإن منكم لمن ليبطئن فإن أصبتكم مصيبة قال قد أنعم الله على إذ لم أكن معهم شهيدا,1114140,3140
72,4,ولئن أصبكم فضل من الله ليقولن كأن لم تكن بينكم وبينه مودة يليتنى كنت معهم فأفوز فوزا عظيما,1114140,4808
73,4,فليقتل فى سبيل الله الذين يشرون الحيوة الدنيا بالءاخرة ومن يقتل فى سبيل الله فيقتل أو يغلب فسوف نؤتيه أجرا عظيما,1114140,7722
74,4,وما لكم لا تقتلون فى سبيل الله والمستضعفين من الرجال والنساء والولدن الذين يقولون ربنا أخرجنا من هذه القرية الظالم أهلها واجعل لنا من لدنك وليا واجعل لنا من لدنك نصيرا,1114140,9039
75,4,الذين ءامنوا يقتلون فى سبيل الله والذين كفروا يقتلون فى سبيل الطغوت فقتلوا أولياء الشيطن إن كيد الشيطن كان ضعيفا,1114140,7645
76,4,ألم تر إلى الذين قيل لهم كفوا أيديكم وأقيموا الصلوة وءاتوا الزكوة فلما كتب عليهم القتال إذا فريق منهم يخشون الناس كخشية الله أو أشد خشية وقالوا ربنا لم كتبت علينا القتال لولا أخرتنا إلى أجل قريب قل متع الدنيا قليل والءاخرة خير لمن اتقى ولا تظلمون فتيلا,1114140,17437
77,4,أينما تكونوا يدرككم الموت ولو كنتم فى بروج مشيدة وإن تصبهم حسنة يقولوا هذه من عند الله وإن تصبهم سيئة يقولوا هذه من عندك قل كل من عند الله فمال هؤلاء القوم لا يكادون يفقهون حديثا,1114140,7906
78,4,ما أصابك من حسنة فمن الله وما أصابك من سيئة فمن نفسك وأرسلنك للناس رسولا وكفى بالله شهيدا,1114140,2641
79,4,من يطع الرسول فقد أطاع الله ومن تولى فما أرسلنك عليهم حفيظا,1114140,3006
80,4,ويقولون طاعة فإذا برزوا من عندك بيت طائفة منهم غير الذى تقول والله يكتب ما يبيتون فأعرض عنهم وتوكل على الله وكفى بالله وكيلا,1114140,7856
81,4,أفلا يتدبرون القرءان ولو كان من عند غير الله لوجدوا فيه اختلفا كثيرا,1114140,4757
82,4,وإذا جاءهم أمر من الأمن أو الخوف أذاعوا به ولو ردوه إلى الرسول وإلى أولى الأمر منهم لعلمه الذين يستنبطونه منهم ولولا فضل الله عليكم ورحمته لاتبعتم الشيطن إلا قليلا,1114140,8936
83,4,فقتل فى سبيل الله لا تكلف إلا نفسك وحرض المؤمنين عسى الله أن يكف بأس الذين كفروا والله أشد بأسا وأشد تنكيلا,1114140,5679
84,4,من يشفع شفعة حسنة يكن له نصيب منها ومن يشفع شفعة سيئة يكن له كفل منها وكان الله على كل شىء مقيتا,1114140,4065
85,4,وإذا حييتم بتحية فحيوا بأحسن منها أو ردوها إن الله كان على كل شىء حسيبا,1114140,2867
86,4,الله لا إله إلا هو ليجمعنكم إلى يوم القيمة لا ريب فيه ومن أصدق من الله حديثا,1114140,2021
87,4,فما لكم فى المنفقين فئتين والله أركسهم بما كسبوا أتريدون أن تهدوا من أضل الله ومن يضلل الله فلن تجد له سبيلا,1114140,5586
88,4,ودوا لو تكفرون كما كفروا فتكونون سواء فلا تتخذوا منهم أولياء حتى يهاجروا فى سبيل الله فإن تولوا فخذوهم واقتلوهم حيث وجدتموهم ولا تتخذوا منهم وليا ولا نصيرا,1114140,11470
89,4,إلا الذين يصلون إلى قوم بينكم وبينهم ميثق أو جاءوكم حصرت صدورهم أن يقتلوكم أو يقتلوا قومهم ولو شاء الله لسلطهم عليكم فلقتلوكم فإن اعتزلوكم فلم يقتلوكم وألقوا إليكم السلم فما جعل الله لكم عليهم سبيلا,1114140,8558
90,4,ستجدون ءاخرين يريدون أن يأمنوكم ويأمنوا قومهم كل ما ردوا إلى الفتنة أركسوا فيها فإن لم يعتزلوكم ويلقوا إليكم السلم ويكفوا أيديهم فخذوهم واقتلوهم حيث ثقفتموهم وأولئكم جعلنا لكم عليهم سلطنا مبينا,1114140,9327
91,4,وما كان لمؤمن أن يقتل مؤمنا إلا خطٔا ومن قتل مؤمنا خطٔا فتحرير رقبة مؤمنة ودية مسلمة إلى أهله إلا أن يصدقوا فإن كان من قوم عدو لكم وهو مؤمن فتحرير رقبة مؤمنة وإن كان من قوم بينكم وبينهم ميثق فدية مسلمة إلى أهله وتحرير رقبة مؤمنة فمن لم يجد فصيام شهرين متتابعين توبة من الله وكان الله عليما حكيما,1114140,12831
92,4,ومن يقتل مؤمنا متعمدا فجزاؤه جهنم خلدا فيها وغضب الله عليه ولعنه وأعد له عذابا عظيما,1114140,6308
93,4,يأيها الذين ءامنوا إذا ضربتم فى سبيل الله فتبينوا ولا تقولوا لمن ألقى إليكم السلم لست مؤمنا تبتغون عرض الحيوة الدنيا فعند الله مغانم كثيرة كذلك كنتم من قبل فمن الله عليكم فتبينوا إن الله كان بما تعملون خبيرا,1114140,14890
94,4,لا يستوى القعدون من المؤمنين غير أولى الضرر والمجهدون فى سبيل الله بأمولهم وأنفسهم فضل الله المجهدين بأمولهم وأنفسهم على القعدين درجة وكلا وعد الله الحسنى وفضل الله المجهدين على القعدين أجرا عظيما,1114140,9452
95,4,درجت منه ومغفرة ورحمة وكان الله غفورا رحيما,1114140,3981
96,4,إن الذين توفىهم الملئكة ظالمى أنفسهم قالوا فيم كنتم قالوا كنا مستضعفين فى الأرض قالوا ألم تكن أرض الله وسعة فتهاجروا فيها فأولئك مأوىهم جهنم وساءت مصيرا,1114140,10135
97,4,إلا المستضعفين من الرجال والنساء والولدن لا يستطيعون حيلة ولا يهتدون سبيلا,1114140,3517
98,4,فأولئك عسى الله أن يعفو عنهم وكان الله عفوا غفورا,1114140,2304
99,4,ومن يهاجر فى سبيل الله يجد فى الأرض مرغما كثيرا وسعة ومن يخرج من بيته مهاجرا إلى الله ورسوله ثم يدركه الموت فقد وقع أجره على الله وكان الله غفورا رحيما,1114140,9599
100,4,وإذا ضربتم فى الأرض فليس عليكم جناح أن تقصروا من الصلوة إن خفتم أن يفتنكم الذين كفروا إن الكفرين كانوا لكم عدوا مبينا,1114140,8489
101,4,وإذا كنت فيهم فأقمت لهم الصلوة فلتقم طائفة منهم معك وليأخذوا أسلحتهم فإذا سجدوا فليكونوا من ورائكم ولتأت طائفة أخرى لم يصلوا فليصلوا معك وليأخذوا حذرهم وأسلحتهم ود الذين كفروا لو تغفلون عن أسلحتكم وأمتعتكم فيميلون عليكم ميلة وحدة ولا جناح عليكم إن كان بكم أذى من مطر أو كنتم مرضى أن تضعوا أسلحتكم وخذوا حذركم إن الله أعد للكفرين عذابا مهينا,1114140,25255
102,4,فإذا قضيتم الصلوة فاذكروا الله قيما وقعودا وعلى جنوبكم فإذا اطمأننتم فأقيموا الصلوة إن الصلوة كانت على المؤمنين كتبا موقوتا,1114140,7689
103,4,ولا تهنوا فى ابتغاء القوم إن تكونوا تألمون فإنهم يألمون كما تألمون وترجون من الله ما لا يرجون وكان الله عليما حكيما,1114140,5658
104,4,إنا أنزلنا إليك الكتب بالحق لتحكم بين الناس بما أرىك الله ولا تكن للخائنين خصيما,1114140,3899
105,4,واستغفر الله إن الله كان غفورا رحيما,1114140,3547
